0;0;0;0;land;false;unknown;0
1;188;183;212;land;false;plains;1
2;208;239;107;land;false;plains;1
3;222;83;246;land;false;plains;1
4;223;125;220;land;true;plains;1
5;235;100;228;land;false;plains;1
6;208;222;132;land;false;plains;1
7;69;246;187;land;false;plains;1
8;235;167;132;land;false;plains;1
9;85;241;204;land;false;plains;1
10;206;63;239;land;false;plains;1
11;215;239;134;land;false;plains;1
12;194;245;210;land;false;plains;1
13;138;142;224;land;false;plains;1
14;245;226;201;land;false;plains;1
15;221;238;82;land;false;plains;1
16;226;252;106;land;false;plains;1
17;80;185;251;land;false;plains;1
18;246;184;213;land;false;plains;1
19;68;234;227;land;false;plains;1
20;234;122;218;land;false;plains;1
21;235;193;198;land;false;plains;1
22;96;245;171;land;false;plains;1
23;156;187;186;land;false;plains;1
24;173;248;96;land;false;plains;1
25;133;227;207;land;false;plains;1
26;138;144;247;land;false;plains;1
27;230;235;102;land;false;plains;1
28;204;178;226;land;false;plains;1
29;247;197;234;land;false;plains;1
30;122;228;213;land;false;plains;1
31;192;195;137;land;false;plains;1
32;200;191;111;land;false;plains;1
33;136;205;175;land;false;plains;1
34;216;249;73;land;false;plains;1
35;235;169;175;land;false;plains;1
36;180;233;172;land;false;plains;1
37;196;160;215;land;false;plains;1
38;156;226;123;land;false;plains;1
39;128;196;213;land;false;plains;1
40;210;226;108;land;false;plains;1
41;236;169;217;land;true;plains;1
42;233;234;90;land;false;plains;1
43;238;211;91;land;false;plains;1
44;94;213;210;land;false;plains;1
45;248;227;157;land;false;plains;1
46;226;174;200;land;false;plains;1
47;135;242;197;land;false;plains;1
48;122;165;234;land;false;plains;1
49;163;197;190;land;false;plains;1
50;184;236;227;land;false;plains;1
51;78;246;198;land;false;plains;1
52;210;166;183;land;false;plains;1
53;231;247;237;land;false;plains;1
54;227;210;130;land;false;plains;1
55;177;157;243;land;true;plains;1
56;249;179;125;land;false;plains;1
57;216;158;165;land;true;plains;1
58;248;230;82;land;false;plains;1
59;241;188;230;land;false;plains;1
60;136;218;231;land;false;plains;1
61;250;81;240;land;true;plains;1
62;234;247;78;land;false;plains;1
63;190;201;140;land;false;plains;1
64;217;249;45;land;false;plains;1
65;236;155;148;land;false;plains;1
66;100;250;226;land;false;plains;1
67;248;233;226;land;false;plains;1
68;173;179;190;land;false;plains;1
69;162;250;159;land;false;plains;1
70;228;161;195;land;false;plains;1
71;231;120;248;land;false;plains;1
72;223;224;57;land;false;plains;1
73;217;247;226;land;false;plains;1
74;210;171;140;land;false;plains;1
75;242;233;33;land;false;plains;1
76;216;246;84;land;false;plains;1
77;124;222;253;land;false;plains;1
78;213;234;147;land;false;plains;1
79;243;133;125;land;false;plains;1
80;243;177;128;land;false;plains;1
81;179;188;242;land;false;plains;1
82;204;191;119;land;false;plains;1
83;160;211;179;land;false;plains;1
84;99;208;231;land;false;plains;1
85;193;175;185;land;true;plains;1
86;211;85;225;land;false;plains;1
87;144;221;235;land;false;plains;1
88;236;233;141;land;false;plains;1
89;165;187;197;land;true;plains;1
90;208;147;155;land;false;plains;1
91;167;219;190;land;false;plains;1
92;155;232;210;land;false;plains;1
93;235;194;200;land;false;plains;1
94;253;58;246;land;false;plains;1
95;120;197;227;land;false;plains;1
96;106;229;186;land;false;plains;1
97;244;241;151;land;false;plains;1
98;238;237;244;land;false;plains;1
99;207;192;163;land;false;plains;1
100;250;227;190;land;false;plains;1
101;236;63;224;land;false;plains;1
102;206;240;154;land;false;plains;1
103;154;251;164;land;false;plains;1
104;232;121;248;land;false;plains;1
105;172;172;189;land;false;plains;1
106;225;110;221;land;false;plains;1
107;234;121;146;land;false;plains;1
108;172;223;231;land;false;plains;1
109;244;209;156;land;false;plains;1
110;207;173;213;land;false;plains;1
111;185;224;153;land;false;plains;1
112;176;182;191;land;false;plains;1
113;127;161;229;land;false;plains;1
114;219;124;223;land;false;plains;1
115;233;175;106;land;false;plains;1
116;176;219;196;land;false;plains;1
117;184;196;150;land;false;plains;1
118;179;199;163;land;false;plains;1
119;237;249;59;land;false;plains;1
120;219;238;188;land;false;plains;1
121;159;238;152;land;false;plains;1
122;222;249;234;land;false;plains;1
123;223;54;246;land;false;plains;1
124;206;215;160;land;false;plains;1
125;83;236;250;land;false;plains;1
126;174;161;236;land;true;plains;1
127;206;185;177;land;false;plains;1
128;227;67;233;land;false;plains;1
129;248;194;190;land;false;plains;1
130;166;157;224;land;false;plains;1
131;215;142;202;land;false;plains;1
132;219;140;254;land;false;plains;1
133;240;165;109;land;false;plains;1
134;236;250;206;land;false;plains;1
135;230;250;29;land;false;plains;1
136;247;238;174;land;false;plains;1
137;201;65;252;land;false;plains;1
138;251;179;181;land;false;plains;1
139;217;185;173;land;false;plains;1
140;112;214;233;land;false;plains;1
141;241;203;182;land;false;plains;1
142;173;214;174;land;false;plains;1
143;234;140;137;land;false;plains;1
144;216;233;190;land;false;plains;1
145;199;123;224;land;false;plains;1
146;246;184;224;land;false;plains;1
147;208;129;247;land;false;plains;1
148;210;220;160;land;false;plains;1
149;231;192;216;land;false;plains;1
150;234;243;184;land;false;plains;1
151;123;222;169;land;false;plains;1
152;248;135;134;land;false;plains;1
153;236;151;140;land;true;plains;1
154;137;247;153;land;true;plains;1
155;127;235;230;land;false;plains;1
156;229;233;180;land;false;plains;1
157;155;202;182;land;false;plains;1
158;159;215;152;land;false;plains;1
159;248;45;217;land;false;plains;1
160;152;136;252;land;false;plains;1
161;184;186;213;land;false;plains;1
162;116;195;220;land;false;plains;1
163;175;243;164;land;false;plains;1
164;166;225;112;land;false;plains;1
165;210;222;153;land;false;plains;1
166;199;234;79;land;false;plains;1
167;225;245;158;land;true;plains;1
168;156;227;181;land;false;plains;1
169;197;149;239;land;false;plains;1
170;238;198;75;land;false;plains;1
171;207;62;249;land;false;plains;1
172;194;64;251;land;false;plains;1
173;226;181;235;land;false;plains;1
174;254;222;208;land;false;plains;1
175;201;188;140;land;false;plains;1
